timestamp,price,market_cap,volume_usdt_24h,change_pct_1h,change_pct_24h,high_24h,low_24h,ath,atl
2026-03-12T10:47:35Z,0.094111,14404384634,1141079251,1.2306272406678997,2.137502551878594,0.094434,0.091865,0.731578,8.69e-05
