timestamp,price,market_cap,volume_usdt_24h,change_pct_1h,change_pct_24h,high_24h,low_24h,ath,atl
2026-03-12T10:47:35Z,0.263332,9699412531,449531716,0.6288060663107269,1.4423809543630648,0.266585,0.258206,3.09,0.01925275
