timestamp,price,market_cap,volume_usdt_24h,change_pct_1h,change_pct_24h,high_24h,low_24h,ath,atl
2026-03-12T10:43:53Z,9.63,4152751071,266205029,1.0114933975335976,0.6172979403006642,9.82,9.45,144.96,2.8
