timestamp,price,market_cap,volume_usdt_24h,change_pct_1h,change_pct_24h,high_24h,low_24h,ath,atl
2026-03-12T10:40:17Z,54.6,4200614186,289872730,0.5773057869625259,1.3327762313083233,55.17,53.82,410.26,1.15
