timestamp,price,market_cap,volume_usdt_24h,change_pct_1h,change_pct_24h,high_24h,low_24h,ath,atl
2026-03-12T10:43:53Z,70417,1407057789572,46427697547,0.2409646385707173,1.0852486733872604,71230,69034,126080,67.81
