timestamp,price,market_cap,volume_usdt_24h,change_pct_1h,change_pct_24h,high_24h,low_24h,ath,atl
2026-03-12T10:47:35Z,8.27,1288407311,38812464,0.47588254850556305,0.5174442829403431,8.41,8.17,167.09,0.615038
