timestamp,price,market_cap,volume_usdt_24h,change_pct_1h,change_pct_24h,high_24h,low_24h,ath,atl
2026-03-12T10:43:53Z,1.33,1717300828,208741728,0.784670270246848,4.011348666096821,1.33,1.28,20.44,0.526762
