timestamp,price,market_cap,volume_usdt_24h,change_pct_1h,change_pct_24h,high_24h,low_24h,ath,atl
2026-03-12T10:40:17Z,9.08,6427775030,330315674,1.511128360993792,1.7104289145029625,9.13,8.85,52.7,0.148183
