timestamp,price,market_cap,volume_usdt_24h,change_pct_1h,change_pct_24h,high_24h,low_24h,ath,atl
2026-03-12T10:40:17Z,0.120089,253970099,48956073,1.5111953065145967,0.3840492428591769,0.122161,0.118096,4.84,0.10959
