timestamp,price,market_cap,volume_usdt_24h,change_pct_1h,change_pct_24h,high_24h,low_24h,ath,atl
2026-03-12T10:43:53Z,2071.55,249907526903,19768371687,0.7416238150815364,2.4062342440310602,2082.55,2015.63,4946.05,0.432979
