timestamp,price,market_cap,volume_usdt_24h,change_pct_1h,change_pct_24h,high_24h,low_24h,ath,atl
2026-03-12T10:43:53Z,1.39,84871586174,2566042978,0.44276162895897314,0.6458841764577125,1.41,1.37,3.65,0.00268621
