timestamp,price,market_cap,volume_usdt_24h,change_pct_1h,change_pct_24h,high_24h,low_24h,ath,atl
2026-03-12T10:40:17Z,0.100034,594059496,69217561,1.0944045022675908,0.7959443038871287,0.10272,0.098243,2.39,0.088935
