timestamp,price,market_cap,volume_usdt_24h,change_pct_1h,change_pct_24h,high_24h,low_24h,ath,atl
2026-03-12T10:47:35Z,86.88,49610908519,3989934064,1.0131122794679825,1.8332262841767282,87.83,84.52,293.31,0.500801
