timestamp,price,market_cap,volume_usdt_24h,change_pct_1h,change_pct_24h,high_24h,low_24h,ath,atl
2026-03-12T10:40:17Z,1.52,2542727909,111099444,0.8059259154007566,1.3449229495782544,1.55,1.49,54.98,1.15
