timestamp,price,market_cap,volume_usdt_24h,change_pct_1h,change_pct_24h,high_24h,low_24h,ath,atl
2026-03-12T10:43:53Z,5.9e-06,3476237678,154067001,1.4676881349808748,4.344268961985525,5.89e-06,5.65e-06,8.616e-05,5.6366e-11
