timestamp,price,market_cap,volume_usdt_24h,change_pct_1h,change_pct_24h,high_24h,low_24h,ath,atl
2026-03-12T10:43:53Z,1.83,912033801,30994640,0.21935194240938197,1.0050660018209483,1.85,1.81,43.84,1.16
