timestamp,open,high,low,close
2026-03-11T11:00:00Z,0.09182,0.092153,0.09182,0.092153
2026-03-11T11:30:00Z,0.092215,0.092266,0.09215,0.092204
2026-03-11T12:00:00Z,0.092126,0.092128,0.091977,0.092001
2026-03-11T12:30:00Z,0.091998,0.092457,0.091865,0.092457
2026-03-11T13:00:00Z,0.092661,0.092727,0.092451,0.092451
2026-03-11T13:30:00Z,0.092468,0.093656,0.092468,0.093656
2026-03-11T14:00:00Z,0.093521,0.094434,0.093059,0.093059
2026-03-11T14:30:00Z,0.093038,0.093531,0.092996,0.093531
2026-03-11T15:00:00Z,0.093442,0.093855,0.093388,0.093755
2026-03-11T15:30:00Z,0.09362,0.09362,0.092458,0.09251
2026-03-11T16:00:00Z,0.092413,0.092413,0.091896,0.092262
2026-03-11T16:30:00Z,0.092374,0.092681,0.092374,0.092681
2026-03-11T17:00:00Z,0.092697,0.093,0.092697,0.093
2026-03-11T17:30:00Z,0.093004,0.093785,0.093004,0.093785
2026-03-11T18:00:00Z,0.093916,0.093916,0.093459,0.09375
2026-03-11T18:30:00Z,0.093751,0.094152,0.093751,0.094152
2026-03-11T19:00:00Z,0.094224,0.094289,0.093995,0.094289
2026-03-11T19:30:00Z,0.094381,0.094406,0.094109,0.094109
2026-03-11T20:00:00Z,0.094043,0.094043,0.093825,0.093832
2026-03-11T20:30:00Z,0.093825,0.093825,0.09354,0.09354
2026-03-11T21:00:00Z,0.093497,0.09355,0.09349,0.09355
2026-03-11T21:30:00Z,0.093609,0.093763,0.093609,0.093693
2026-03-11T22:00:00Z,0.093618,0.093745,0.093618,0.093745
2026-03-11T22:30:00Z,0.093754,0.093926,0.093754,0.093805
2026-03-11T23:00:00Z,0.093709,0.093724,0.093559,0.093618
2026-03-11T23:30:00Z,0.093522,0.093632,0.093275,0.093275
2026-03-12T00:00:00Z,0.093237,0.093237,0.092948,0.092948
2026-03-12T00:30:00Z,0.092891,0.092947,0.092798,0.092798
2026-03-12T01:00:00Z,0.092714,0.092859,0.09271,0.092818
2026-03-12T01:30:00Z,0.092769,0.092769,0.092407,0.092496
2026-03-12T02:00:00Z,0.092503,0.092503,0.09229,0.092365
2026-03-12T02:30:00Z,0.092321,0.092446,0.092249,0.092249
2026-03-12T03:00:00Z,0.092191,0.092191,0.09193,0.09193
2026-03-12T03:30:00Z,0.091895,0.092142,0.091895,0.092142
2026-03-12T04:00:00Z,0.092225,0.092414,0.092094,0.092094
2026-03-12T04:30:00Z,0.092147,0.092304,0.092147,0.092304
2026-03-12T05:00:00Z,0.092266,0.092266,0.092049,0.092049
2026-03-12T05:30:00Z,0.092013,0.092052,0.092001,0.092001
2026-03-12T06:00:00Z,0.092028,0.092105,0.092028,0.092062
2026-03-12T06:30:00Z,0.092026,0.092026,0.091899,0.09196
2026-03-12T07:00:00Z,0.091966,0.092102,0.091966,0.09209
2026-03-12T07:30:00Z,0.092075,0.092192,0.091962,0.092192
2026-03-12T08:00:00Z,0.092303,0.092708,0.092303,0.092702
2026-03-12T08:30:00Z,0.092767,0.093,0.09266,0.093
2026-03-12T09:00:00Z,0.092995,0.093021,0.092841,0.092842
2026-03-12T09:30:00Z,0.092864,0.092891,0.092525,0.092525
2026-03-12T10:00:00Z,0.092485,0.093112,0.092485,0.093112
2026-03-12T10:30:00Z,0.093097,0.093524,0.093084,0.093524
