timestamp,open,high,low,close
2026-03-11T11:00:00Z,2020.95,2027.72,2020.95,2027.41
2026-03-11T11:30:00Z,2028.69,2031.26,2027.08,2027.08
2026-03-11T12:00:00Z,2023.73,2025.24,2019.37,2019.37
2026-03-11T12:30:00Z,2018.11,2023.95,2015.63,2023.95
2026-03-11T13:00:00Z,2025.12,2025.12,2021.78,2022.84
2026-03-11T13:30:00Z,2023.46,2044.67,2023.32,2044.67
2026-03-11T14:00:00Z,2046.6,2078.59,2045.04,2045.04
2026-03-11T14:30:00Z,2050.85,2058.56,2048.27,2056.06
2026-03-11T15:00:00Z,2059.04,2072.8,2058.9,2067.79
2026-03-11T15:30:00Z,2064.13,2064.13,2045.74,2056.11
2026-03-11T16:00:00Z,2049.85,2049.85,2039.94,2049.21
2026-03-11T16:30:00Z,2050.37,2055.75,2050.37,2055.75
2026-03-11T17:00:00Z,2056.55,2068.05,2056.55,2068.05
2026-03-11T17:30:00Z,2066.88,2076.75,2066.88,2076.75
2026-03-11T18:00:00Z,2082.55,2082.55,2064.52,2067.65
2026-03-11T18:30:00Z,2068.06,2071.22,2067.45,2071.22
2026-03-11T19:00:00Z,2073.25,2077.14,2069.03,2077.14
2026-03-11T19:30:00Z,2076.88,2076.88,2071.43,2072.9
2026-03-11T20:00:00Z,2072.51,2076.75,2072.51,2076.75
2026-03-11T20:30:00Z,2075.59,2075.59,2069.22,2070.58
2026-03-11T21:00:00Z,2069.56,2070.69,2067.65,2067.65
2026-03-11T21:30:00Z,2069.33,2070.03,2065.48,2066.49
2026-03-11T22:00:00Z,2066.41,2072.8,2066.41,2072.8
2026-03-11T22:30:00Z,2073.04,2080.29,2070.83,2072.51
2026-03-11T23:00:00Z,2069.54,2069.54,2062.09,2062.09
2026-03-11T23:30:00Z,2063.27,2063.44,2059.08,2059.08
2026-03-12T00:00:00Z,2059.67,2059.67,2050.74,2051.73
2026-03-12T00:30:00Z,2052.16,2056.45,2050.84,2056.45
2026-03-12T01:00:00Z,2054.16,2056.14,2052.88,2055.82
2026-03-12T01:30:00Z,2055.84,2055.84,2046.84,2049.57
2026-03-12T02:00:00Z,2049.85,2051.57,2046.22,2046.36
2026-03-12T02:30:00Z,2045.78,2045.78,2039.0,2039.06
2026-03-12T03:00:00Z,2039.84,2039.84,2024.42,2024.42
2026-03-12T03:30:00Z,2024.91,2030.88,2024.91,2030.88
2026-03-12T04:00:00Z,2028.64,2033.24,2020.71,2022.35
2026-03-12T04:30:00Z,2023.11,2029.23,2023.11,2027.44
2026-03-12T05:00:00Z,2026.86,2027.65,2022.91,2022.91
2026-03-12T05:30:00Z,2022.74,2025.24,2020.85,2020.85
2026-03-12T06:00:00Z,2021.4,2026.84,2021.4,2025.01
2026-03-12T06:30:00Z,2026.33,2028.99,2026.33,2028.99
2026-03-12T07:00:00Z,2030.08,2030.16,2027.69,2030.04
2026-03-12T07:30:00Z,2029.97,2030.54,2027.32,2030.54
2026-03-12T08:00:00Z,2033.21,2039.83,2033.21,2039.83
2026-03-12T08:30:00Z,2040.08,2049.37,2038.92,2049.11
2026-03-12T09:00:00Z,2044.7,2047.6,2044.02,2047.6
2026-03-12T09:30:00Z,2047.24,2047.97,2040.51,2040.51
2026-03-12T10:00:00Z,2041.53,2056.3,2041.29,2055.27
2026-03-12T10:30:00Z,2055.69,2061.31,2054.15,2061.31
